TIME,GEO,CROPS,STRUCPRO,Value,Flag_and_Footnotes
2018,European Union - 27 countries (from 2020),Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2 172.91,
2018,European Union - 27 countries (from 2020),Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),1 993.60,
2018,European Union - 27 countries (from 2020),Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,European Union - 27 countries (from 2020),Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),11 542.36,
2018,European Union - 28 countries (2013-2020),Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),55 437.02,
2018,European Union - 28 countries (2013-2020),Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2 365.61,
2018,European Union - 28 countries (2013-2020),Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2 106.28,
2018,European Union - 28 countries (2013-2020),Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,European Union - 28 countries (2013-2020),Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),11 568.93,
2018,Belgium,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),304.52,
2018,Belgium,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),3.82,
2018,Belgium,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),65.62,
2018,Belgium,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Belgium,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),18.12,
2018,Bulgaria,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 817.78,
2018,Bulgaria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),96.44,
2018,Bulgaria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),28.40,
2018,Bulgaria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Bulgaria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),73.95,
2018,Czech Republic,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 338.78,
2018,Czech Republic,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),35.15,
2018,Czech Republic,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),10.40,
2018,Czech Republic,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Czech Republic,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),30.42,
2018,Denmark,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 416.30,
2018,Denmark,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),32.00,
2018,Denmark,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),11.67,
2018,Denmark,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Denmark,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3.16,
2018,Germany,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),6 148.90,
2018,Germany,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),167.60,
2018,Germany,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),122.69,
2018,Germany,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Germany,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),159.49,
2018,Estonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),350.43,
2018,Estonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),46.81,
2018,Estonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.09,
2018,Estonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Estonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.91,
2018,Ireland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),260.97,
2018,Ireland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),8.50,
2018,Ireland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),4.24,
2018,Ireland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Ireland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.78,
2018,Greece,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),787.98,
2018,Greece,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),134.22,
2018,Greece,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),78.66,
2018,Greece,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Greece,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1 258.00,
2018,Spain,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),6 027.61,
2018,Spain,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),472.93,
2018,Spain,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),372.88,
2018,Spain,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Spain,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),4 881.36,
2018,France,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),9 055.31,
2018,France,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),292.86,
2018,France,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),257.82,
2018,France,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,France,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),932.53,
2018,Croatia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),459.70,
2018,Croatia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2.54,
2018,Croatia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),9.77,
2018,Croatia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Croatia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),68.77,
2018,Italy,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),3 092.69,
2018,Italy,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),106.63,
2018,Italy,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),397.97,
2018,Italy,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Italy,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2 371.00,
2018,Cyprus,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),24.01,
2018,Cyprus,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.32,
2018,Cyprus,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.73,
2018,Cyprus,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Cyprus,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),26.26,
2018,Latvia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),679.80,
2018,Latvia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),51.90,
2018,Latvia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.80,
2018,Latvia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Latvia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),5.90,
2018,Lithuania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 257.23,
2018,Lithuania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),188.04,
2018,Lithuania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),11.04,
2018,Lithuania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Lithuania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),22.08,
2018,Luxembourg,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),26.31,
2018,Luxembourg,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.41,
2018,Luxembourg,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.15,
2018,Luxembourg,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2018,Luxembourg,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.60,
2018,Hungary,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2 367.96,
2018,Hungary,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),17.17,
2018,Hungary,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),91.01,
